ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
4858,0,0,106,0,-106
4859,0,0,27,0,-27
4860,0,0,5,0,-5
4861,0,0,25,0,-25
4862,1,1,2428,1409,-1019
4863,0,0,39,0,-39
4864,0,0,78,0,-78
4865,1,0,187,0,-187
4866,1,1,114,1267,1153
4867,1,1,647,1609,962
4868,1,1,718,1793,1075
4869,1,0,26,0,-26
4870,1,1,324,1373,1049
4871,1,1,416,1212,796
4872,0,0,45,0,-45
4873,1,0,11,0,-11
4874,0,0,171,0,-171
4875,1,1,810,1212,402
4876,1,1,183,1461,1278
4877,1,0,18,0,-18
4878,1,1,326,1846,1520
4879,1,0,0,0,0
4880,1,0,143,0,-143
4881,0,0,42,0,-42
4882,1,0,12,0,-12
4883,0,0,33,0,-33
4884,1,1,483,1620,1137
4885,1,0,11,0,-11
4886,0,0,76,0,-76
4887,1,0,31,0,-31
4888,1,1,515,1265,750
4889,1,0,23,0,-23
4890,1,0,33,0,-33
4891,1,0,64,0,-64
4892,1,0,54,0,-54
4893,1,1,195,1800,1605
4894,0,0,6,0,-6
4895,1,0,43,0,-43
4896,0,0,47,0,-47
4897,1,1,644,1315,671
4898,1,0,151,0,-151
4899,1,1,452,1233,781
4900,0,0,12,0,-12
4901,0,0,35,0,-35
4902,0,0,6,0,-6
4903,1,0,7,0,-7
4904,1,0,30,0,-30
4905,0,0,11,0,-11
4906,1,1,396,1583,1187
4907,1,0,2,0,-2
4908,0,0,46,0,-46
4909,0,0,80,0,-80
4910,1,0,35,0,-35
4911,0,0,66,0,-66
4912,0,0,28,0,-28
4913,0,0,6,0,-6
4914,0,0,2,0,-2
4915,1,0,117,0,-117
4916,1,1,40,1271,1231
4917,0,0,58,0,-58
4918,1,0,52,0,-52
4919,0,0,142,0,-142
4920,1,0,18,0,-18
4921,0,0,70,0,-70
4922,1,1,286,1341,1055
4923,0,0,24,0,-24
4924,1,0,91,0,-91
4925,1,0,22,0,-22
4926,1,1,660,1213,553
4927,1,1,383,1291,908
4928,0,0,8,0,-8
4929,1,0,26,0,-26
4930,0,0,25,0,-25
4931,1,0,15,0,-15
4932,0,0,15,0,-15
4933,1,1,480,1483,1003
4934,1,0,7,0,-7
4935,0,0,40,0,-40
4936,0,0,29,0,-29
4937,1,0,50,0,-50
4938,0,0,22,0,-22
4939,0,0,87,0,-87
4940,1,1,1952,2171,219
4941,0,0,66,0,-66
4942,1,0,27,0,-27
4943,1,0,43,0,-43
4944,0,0,24,0,-24
4945,0,0,42,0,-42
4946,0,0,10,0,-10
4947,0,0,125,0,-125
4948,0,0,1,0,-1
4949,0,0,34,0,-34
4950,0,0,16,0,-16
4951,0,0,40,0,-40
4952,0,0,26,0,-26
4953,1,1,211,1534,1323
4954,1,0,40,0,-40
4955,0,0,42,0,-42
4956,0,0,80,0,-80
4957,0,0,3,0,-3
4958,0,0,43,0,-43
4959,0,0,26,0,-26
4960,0,0,99,0,-99
4961,1,0,33,0,-33
4962,1,1,244,1597,1353
4963,0,0,20,0,-20
4964,0,0,146,0,-146
4965,1,0,6,0,-6
4966,1,0,25,0,-25
4967,0,0,64,0,-64
4968,0,0,65,0,-65
4969,0,0,13,0,-13
4970,1,0,84,0,-84
4971,0,0,25,0,-25
4972,1,0,16,0,-16
4973,1,1,192,1872,1680
4974,1,0,21,0,-21
4975,1,1,612,2638,2026
4976,0,0,70,0,-70
4977,1,0,50,0,-50
4978,1,1,191,1216,1025
4979,1,1,323,1342,1019
4980,1,1,243,1419,1176
4981,1,1,294,1410,1116
4982,0,0,2,0,-2
4983,1,1,1347,1512,165
4984,1,1,970,1514,544
4985,1,0,35,0,-35
4986,1,0,7,0,-7
4987,1,0,36,0,-36
4988,1,0,1,0,-1
4989,0,0,17,0,-17
4990,1,1,191,1818,1627
4991,1,0,3,0,-3
4992,1,1,300,1214,914
4993,1,0,30,0,-30
4994,1,1,503,1222,719
4995,0,0,55,0,-55
4996,1,1,768,2219,1451
4997,1,0,52,0,-52
4998,0,0,132,0,-132
4999,0,0,115,0,-115
5000,1,0,242,0,-242
5001,1,1,2261,1231,-1030
5002,1,1,304,1722,1418
5003,0,0,31,0,-31
5004,1,1,222,1201,979
5005,0,0,68,0,-68
5006,1,1,84,1508,1424
5007,0,0,42,0,-42
5008,1,1,385,3125,2740
5009,0,0,48,0,-48
5010,1,0,33,0,-33
5011,1,0,83,0,-83
5012,0,0,7,0,-7
5013,0,0,30,0,-30
5014,1,0,6,0,-6
5015,0,0,331,0,-331
5016,0,0,88,0,-88
5017,1,1,657,1307,650
5018,0,0,31,0,-31
5019,1,1,502,1206,704
5020,0,0,10,0,-10
5021,1,1,194,1380,1186
5022,0,0,49,0,-49
5023,1,0,88,0,-88
5024,0,0,70,0,-70
5025,0,0,3,0,-3
5026,1,1,135,2146,2011
5027,1,1,97,1346,1249
5028,0,0,9,0,-9
5029,1,1,1084,1624,540
5030,0,0,86,0,-86
5031,0,0,35,0,-35
5032,1,1,315,1664,1349
5033,1,1,399,1850,1451
5034,0,0,128,0,-128
5035,1,1,338,1238,900
5036,1,0,64,0,-64
5037,0,0,100,0,-100
5038,0,0,32,0,-32
5039,0,0,16,0,-16
5040,0,0,39,0,-39
5041,0,0,19,0,-19
5042,0,0,50,0,-50
5043,0,0,41,0,-41
5044,1,0,112,0,-112
5045,1,0,20,0,-20
5046,1,0,89,0,-89
5047,0,0,51,0,-51
5048,1,0,14,0,-14
5049,0,0,133,0,-133
5050,0,0,1,0,-1
5051,1,0,4,0,-4
5052,0,0,39,0,-39
5053,1,0,59,0,-59
5054,0,0,37,0,-37
5055,1,1,810,2582,1772
5056,0,0,33,0,-33
5057,1,1,848,1241,393
5058,0,0,148,0,-148
5059,1,1,203,1268,1065
5060,1,1,1354,1679,325
5061,0,0,36,0,-36
5062,0,0,6,0,-6
5063,0,0,37,0,-37
5064,1,1,69,1343,1274
5065,1,0,25,0,-25
5066,1,0,17,0,-17
5067,0,0,124,0,-124
5068,1,0,37,0,-37
5069,1,0,69,0,-69
5070,0,0,120,0,-120
5071,0,0,215,0,-215
5072,1,1,116,1560,1444
5073,1,0,24,0,-24
5074,0,0,13,0,-13
5075,0,0,33,0,-33
5076,0,0,39,0,-39
5077,0,0,86,0,-86
5078,1,0,44,0,-44
5079,1,1,174,1450,1276
5080,1,0,9,0,-9
5081,0,0,22,0,-22
5082,0,0,33,0,-33
5083,1,1,702,1201,499
5084,1,0,5,0,-5
5085,0,0,21,0,-21
5086,1,1,147,1459,1312
5087,1,1,340,1210,870
5088,1,0,47,0,-47
5089,1,0,128,0,-128
5090,1,1,47,2966,2919
5091,0,0,45,0,-45
5092,1,0,18,0,-18
5093,0,0,129,0,-129
5094,0,0,60,0,-60
5095,1,0,77,0,-77
5096,0,0,27,0,-27
5097,0,0,52,0,-52
5098,1,1,25,1214,1189
5099,1,0,3,0,-3
5100,0,0,8,0,-8
5101,1,0,15,0,-15
5102,0,0,81,0,-81
5103,0,0,29,0,-29
5104,0,0,5,0,-5
5105,0,0,172,0,-172
5106,1,0,73,0,-73
5107,0,0,10,0,-10
5108,1,1,690,1422,732
5109,0,0,17,0,-17
5110,0,0,19,0,-19
5111,1,0,15,0,-15
5112,0,0,71,0,-71
5113,0,0,12,0,-12
5114,0,0,0,0,0
5115,0,0,15,0,-15
5116,1,1,2539,3103,564
5117,1,0,73,0,-73
5118,1,0,140,0,-140
5119,1,1,234,1618,1384
5120,0,0,1,0,-1
5121,1,0,90,0,-90
5122,1,1,1055,1223,168
5123,1,1,590,1424,834
5124,0,0,98,0,-98
5125,1,1,1207,1805,598
5126,1,0,37,0,-37
5127,0,0,191,0,-191
5128,0,0,2,0,-2
5129,1,1,491,1362,871
5130,1,0,10,0,-10
5131,1,1,375,1236,861
5132,1,0,58,0,-58
5133,1,1,761,1498,737
5134,1,0,128,0,-128
5135,0,0,15,0,-15
5136,0,0,31,0,-31
5137,1,0,1,0,-1
5138,1,0,13,0,-13
5139,0,0,0,0,0
5140,0,0,72,0,-72
5141,1,0,51,0,-51
5142,0,0,25,0,-25
5143,1,0,63,0,-63
5144,0,0,39,0,-39
5145,1,0,24,0,-24
5146,0,0,3,0,-3
5147,0,0,3,0,-3
5148,0,0,0,0,0
5149,1,0,4,0,-4
5150,1,1,577,1881,1304
5151,1,1,302,1211,909
5152,0,0,64,0,-64
5153,1,1,431,2360,1929
5154,0,0,11,0,-11
5155,1,0,79,0,-79
5156,1,1,600,1393,793
5157,0,0,19,0,-19
5158,0,0,0,0,0
5159,1,1,1185,1362,177
5160,1,1,564,1287,723
5161,1,0,35,0,-35
5162,1,0,127,0,-127
5163,1,0,27,0,-27
5164,0,0,19,0,-19
5165,1,0,50,0,-50
5166,1,1,251,1365,1114
5167,1,0,117,0,-117
5168,1,1,90,1310,1220
5169,0,0,10,0,-10
5170,1,1,546,2012,1466
5171,0,0,32,0,-32
5172,0,0,9,0,-9
5173,1,1,605,1424,819
5174,1,1,745,1494,749
5175,0,0,50,0,-50
5176,1,1,265,1998,1733
5177,0,0,21,0,-21
5178,1,1,1438,1223,-215
5179,0,0,111,0,-111
5180,1,1,529,2497,1968
5181,0,0,36,0,-36
5182,1,1,144,1376,1232
5183,1,0,26,0,-26
5184,1,1,423,1275,852
5185,0,0,8,0,-8
5186,1,1,1129,1584,455
5187,0,0,8,0,-8
5188,0,0,78,0,-78
5189,0,0,12,0,-12
5190,1,0,192,0,-192
5191,1,0,25,0,-25
5192,1,1,573,2310,1737
5193,1,1,361,1418,1057
5194,0,0,26,0,-26
5195,0,0,2,0,-2
5196,0,0,28,0,-28
5197,1,1,290,1245,955
5198,1,1,148,1477,1329
5199,1,1,825,1445,620
5200,0,0,8,0,-8
5201,0,0,45,0,-45
5202,1,0,1,0,-1
5203,1,1,262,1355,1093
5204,1,0,84,0,-84
5205,0,0,32,0,-32
5206,0,0,54,0,-54
5207,0,0,30,0,-30
5208,0,0,27,0,-27
5209,0,0,29,0,-29
5210,0,0,17,0,-17
5211,1,0,101,0,-101
5212,0,0,91,0,-91
5213,1,0,43,0,-43
5214,1,0,3,0,-3
5215,1,1,570,2079,1509
5216,0,0,44,0,-44
5217,0,0,126,0,-126
5218,1,0,50,0,-50
5219,1,1,302,1646,1344
5220,1,0,40,0,-40
5221,1,0,14,0,-14
5222,0,0,83,0,-83
5223,1,0,66,0,-66
5224,1,1,1710,1309,-401
5225,1,1,188,1475,1287
5226,0,0,13,0,-13
5227,0,0,11,0,-11
5228,1,1,809,1429,620
5229,1,0,1,0,-1
5230,1,0,54,0,-54
5231,0,0,26,0,-26
5232,1,0,14,0,-14
5233,1,1,363,4908,4545
5234,0,0,10,0,-10
5235,1,0,27,0,-27
5236,1,1,695,2102,1407
5237,1,1,467,1759,1292
5238,0,0,35,0,-35
5239,0,0,11,0,-11
5240,1,1,224,1420,1196
5241,0,0,69,0,-69
5242,1,1,757,1912,1155
5243,1,1,1126,1224,98
5244,1,1,675,1462,787
5245,0,0,4,0,-4
5246,0,0,49,0,-49
5247,1,0,35,0,-35
5248,0,0,23,0,-23
5249,1,0,60,0,-60
5250,1,0,44,0,-44
5251,0,0,82,0,-82
5252,1,1,340,1206,866
5253,1,1,86,1695,1609
5254,1,0,21,0,-21
5255,0,0,43,0,-43
5256,1,1,243,1595,1352
5257,0,0,220,0,-220
5258,1,0,42,0,-42
5259,1,0,18,0,-18
5260,1,0,58,0,-58
5261,1,0,93,0,-93
5262,0,0,109,0,-109
5263,1,0,6,0,-6
5264,1,0,17,0,-17
5265,0,0,17,0,-17
5266,0,0,86,0,-86
5267,1,0,2,0,-2
5268,0,0,57,0,-57
5269,1,1,408,1289,881
5270,1,0,19,0,-19
5271,0,0,27,0,-27
5272,0,0,84,0,-84
5273,1,0,92,0,-92
5274,1,0,71,0,-71
5275,1,1,34,2943,2909
5276,1,1,220,1313,1093
5277,0,0,29,0,-29
5278,0,0,149,0,-149
5279,0,0,4,0,-4
5280,0,0,65,0,-65
5281,1,0,1,0,-1
5282,0,0,43,0,-43
5283,0,0,184,0,-184
5284,0,0,58,0,-58
5285,1,1,458,1722,1264
5286,1,1,815,1650,835
5287,0,0,12,0,-12
5288,0,0,53,0,-53
5289,0,0,10,0,-10
5290,0,0,9,0,-9
5291,1,0,7,0,-7
5292,1,0,6,0,-6
5293,1,1,850,1681,831
5294,0,0,113,0,-113
5295,0,0,107,0,-107
5296,0,0,45,0,-45
5297,1,0,62,0,-62
5298,1,0,16,0,-16
5299,1,0,119,0,-119
5300,0,0,160,0,-160
5301,1,0,72,0,-72
5302,1,0,14,0,-14
5303,1,0,18,0,-18
5304,1,0,24,0,-24
5305,1,0,53,0,-53
5306,0,0,8,0,-8
5307,1,1,514,1408,894
5308,0,0,25,0,-25
5309,1,0,34,0,-34
5310,0,0,14,0,-14
5311,1,1,72,1309,1237
5312,1,0,75,0,-75
5313,1,0,16,0,-16
5314,1,0,73,0,-73
5315,1,1,599,1710,1111
5316,1,1,508,3480,2972
5317,1,1,362,1490,1128
5318,1,0,107,0,-107
5319,0,0,78,0,-78
5320,0,0,55,0,-55
5321,1,1,255,1368,1113
5322,1,0,6,0,-6
5323,0,0,7,0,-7
5324,1,0,35,0,-35
5325,0,0,85,0,-85
5326,0,0,113,0,-113
5327,1,0,36,0,-36
5328,1,1,239,1541,1302
5329,1,0,47,0,-47
5330,1,0,47,0,-47
5331,0,0,49,0,-49
5332,0,0,8,0,-8
5333,1,0,95,0,-95
5334,0,0,25,0,-25
5335,1,1,292,1344,1052
5336,1,1,1582,1584,2
5337,1,0,1,0,-1
5338,0,0,2,0,-2
5339,0,0,51,0,-51
5340,1,0,102,0,-102
5341,1,0,99,0,-99
5342,1,1,3008,1745,-1263
5343,1,0,7,0,-7
5344,0,0,78,0,-78
5345,1,1,1245,1345,100
5346,0,0,10,0,-10
5347,1,0,48,0,-48
5348,0,0,3,0,-3
5349,1,1,364,1512,1148
5350,1,1,74,2534,2460
5351,1,1,282,1213,931
5352,1,1,521,1727,1206
5353,1,0,19,0,-19
5354,1,1,1449,1316,-133
5355,1,0,128,0,-128
5356,1,0,66,0,-66
5357,0,0,10,0,-10
5358,1,0,1,0,-1
5359,1,0,30,0,-30
5360,1,1,366,2081,1715
5361,1,0,79,0,-79
5362,1,1,136,1898,1762
5363,1,0,34,0,-34
5364,1,0,13,0,-13
5365,1,1,1081,2169,1088
5366,1,1,271,1259,988
5367,1,1,794,2845,2051
5368,1,0,105,0,-105
5369,0,0,57,0,-57
5370,0,0,18,0,-18
5371,1,0,18,0,-18
5372,1,0,115,0,-115
5373,1,1,720,1513,793
5374,1,1,771,1754,983
5375,1,1,505,3364,2859
5376,0,0,125,0,-125
5377,1,1,87,1260,1173
5378,0,0,27,0,-27
5379,0,0,73,0,-73
5380,1,0,130,0,-130
5381,0,0,0,0,0
5382,0,0,26,0,-26
5383,1,0,4,0,-4
5384,1,1,631,1239,608
5385,1,0,9,0,-9
5386,1,0,99,0,-99
5387,0,0,8,0,-8
5388,1,0,12,0,-12
5389,1,1,270,1419,1149
5390,0,0,0,0,0
5391,0,0,14,0,-14
5392,0,0,24,0,-24
5393,0,0,104,0,-104
5394,1,1,413,2183,1770
5395,0,0,110,0,-110
5396,1,0,27,0,-27
5397,0,0,2,0,-2
5398,1,0,19,0,-19
5399,0,0,157,0,-157
5400,0,0,28,0,-28
5401,1,1,144,1424,1280
5402,1,0,10,0,-10
5403,0,0,6,0,-6
5404,0,0,99,0,-99
5405,1,0,22,0,-22
5406,1,1,554,1689,1135
5407,0,0,26,0,-26
5408,0,0,21,0,-21
5409,0,0,1,0,-1
5410,1,0,20,0,-20
5411,0,0,21,0,-21
5412,0,0,252,0,-252
5413,1,1,217,1366,1149
5414,1,1,1024,1585,561
5415,1,1,494,1274,780
5416,1,1,288,1694,1406
5417,0,0,9,0,-9
5418,1,1,168,1360,1192
5419,0,0,37,0,-37
5420,0,0,29,0,-29
5421,1,0,15,0,-15
5422,1,1,226,1298,1072
5423,0,0,11,0,-11
5424,1,0,23,0,-23
5425,1,1,888,1874,986
5426,1,0,77,0,-77
5427,1,1,114,2437,2323
5428,0,0,36,0,-36
5429,1,1,350,1602,1252
5430,0,0,0,0,0
5431,1,0,167,0,-167
5432,1,0,3,0,-3
5433,1,0,9,0,-9
5434,0,0,68,0,-68
5435,1,0,14,0,-14
5436,1,1,198,1262,1064
5437,1,1,306,1422,1116
5438,1,1,768,1213,445
5439,0,0,1,0,-1
5440,0,0,65,0,-65
5441,0,0,14,0,-14
5442,1,1,169,1259,1090
5443,1,0,137,0,-137
5444,1,1,297,1211,914
5445,1,1,221,1383,1162
5446,1,0,39,0,-39
5447,1,1,202,1377,1175
5448,1,1,97,1767,1670
5449,1,1,1037,1387,350
5450,1,1,1475,1421,-54
5451,0,0,0,0,0
5452,1,0,27,0,-27
5453,1,0,1,0,-1
5454,1,1,602,1452,850
5455,1,0,81,0,-81
5456,0,0,3,0,-3
5457,1,1,169,1246,1077
5458,1,0,110,0,-110
5459,1,0,123,0,-123
5460,0,0,1,0,-1
5461,0,0,34,0,-34
5462,1,1,237,3925,3688
5463,0,0,13,0,-13
5464,0,0,76,0,-76
5465,0,0,5,0,-5
5466,1,1,595,1526,931
5467,1,1,99,1416,1317
5468,1,1,1580,1320,-260
5469,0,0,20,0,-20
5470,1,1,842,2179,1337
5471,1,1,170,1240,1070
5472,1,0,160,0,-160
5473,1,1,196,1244,1048
5474,1,1,1022,1273,251
5475,1,0,4,0,-4
5476,1,0,71,0,-71
5477,1,0,62,0,-62
5478,0,0,56,0,-56
5479,0,0,2,0,-2
5480,0,0,16,0,-16
5481,0,0,44,0,-44
5482,1,1,282,1421,1139
5483,0,0,49,0,-49
5484,0,0,11,0,-11
5485,0,0,35,0,-35
5486,1,0,19,0,-19
5487,1,0,51,0,-51
5488,0,0,10,0,-10
5489,0,0,125,0,-125
5490,1,1,700,1378,678
5491,1,1,83,1469,1386
5492,0,0,20,0,-20
5493,1,0,4,0,-4
5494,1,0,11,0,-11
5495,0,0,8,0,-8
5496,1,1,560,1215,655
5497,0,0,13,0,-13
5498,1,1,121,1571,1450
5499,1,1,186,1365,1179
5500,0,0,126,0,-126
5501,1,0,16,0,-16
5502,0,0,0,0,0
5503,1,1,1690,1302,-388
5504,1,1,251,1207,956
5505,1,1,14,2548,2534
5506,0,0,1,0,-1
5507,0,0,82,0,-82
5508,1,1,708,1271,563
5509,0,0,32,0,-32
5510,1,1,1381,1319,-62
5511,0,0,11,0,-11
5512,0,0,27,0,-27
5513,1,0,54,0,-54
5514,1,1,56,1327,1271
5515,1,1,715,1233,518
5516,1,0,3,0,-3
5517,0,0,36,0,-36
5518,0,0,75,0,-75
5519,1,1,1045,1560,515
5520,1,1,120,2188,2068
5521,0,0,13,0,-13
5522,0,0,7,0,-7
5523,0,0,19,0,-19
5524,1,0,94,0,-94
5525,1,0,12,0,-12
5526,1,1,1129,1583,454
5527,0,0,7,0,-7
5528,1,0,42,0,-42
5529,1,1,252,1326,1074
5530,1,0,15,0,-15
5531,1,1,90,1545,1455
5532,1,0,9,0,-9
5533,1,0,1,0,-1
5534,0,0,2,0,-2
5535,1,1,642,1654,1012
5536,1,1,60,1262,1202
5537,1,0,9,0,-9
5538,1,0,96,0,-96
5539,1,1,314,1405,1091
5540,0,0,8,0,-8
5541,0,0,5,0,-5
5542,1,0,10,0,-10
5543,1,0,55,0,-55
5544,1,1,316,1866,1550
5545,0,0,15,0,-15
5546,1,0,14,0,-14
5547,1,0,47,0,-47
5548,1,1,389,1523,1134
5549,1,1,89,1922,1833
5550,1,1,559,1216,657
5551,1,0,1,0,-1
5552,1,1,107,1352,1245
5553,1,0,29,0,-29
5554,1,1,236,1503,1267
5555,0,0,23,0,-23
5556,0,0,27,0,-27
5557,1,1,397,2558,2161
5558,1,0,69,0,-69
5559,1,1,972,1506,534
5560,0,0,179,0,-179
5561,0,0,137,0,-137
5562,0,0,30,0,-30
5563,0,0,46,0,-46
5564,0,0,6,0,-6
5565,1,1,173,1307,1134
5566,0,0,28,0,-28
5567,0,0,23,0,-23
5568,1,0,74,0,-74
5569,0,0,75,0,-75
5570,0,0,18,0,-18
5571,1,1,831,1289,458
5572,1,1,189,1521,1332
5573,1,0,33,0,-33
5574,1,1,1225,1261,36
5575,1,1,331,2298,1967
5576,0,0,21,0,-21
5577,0,0,113,0,-113
5578,0,0,54,0,-54
5579,1,1,2955,1414,-1541
5580,0,0,37,0,-37
5581,1,0,27,0,-27
5582,1,1,88,2471,2383
5583,1,0,3,0,-3
5584,0,0,38,0,-38
5585,0,0,2,0,-2
5586,1,1,21,1252,1231
5587,0,0,13,0,-13
5588,0,0,0,0,0
5589,1,0,36,0,-36
5590,1,0,42,0,-42
5591,1,1,236,1318,1082
5592,0,0,190,0,-190
5593,1,1,149,2458,2309
5594,0,0,77,0,-77
5595,0,0,81,0,-81
5596,0,0,11,0,-11
5597,1,1,154,1452,1298
5598,1,1,98,1616,1518
5599,0,0,6,0,-6
5600,0,0,14,0,-14
5601,1,0,94,0,-94
5602,1,1,224,1352,1128
5603,1,0,93,0,-93
5604,1,1,1240,1344,104
5605,1,1,55,1313,1258
5606,1,0,32,0,-32
5607,0,0,5,0,-5
5608,1,0,67,0,-67
5609,1,1,970,2324,1354
5610,1,1,621,1578,957
5611,1,0,34,0,-34
5612,0,0,25,0,-25
5613,0,0,8,0,-8
5614,0,0,48,0,-48
5615,1,0,4,0,-4
5616,1,1,365,1618,1253
5617,0,0,41,0,-41
5618,0,0,14,0,-14
5619,1,1,459,1815,1356
5620,0,0,19,0,-19
5621,1,1,479,1782,1303
5622,0,0,36,0,-36
5623,0,0,49,0,-49
5624,1,1,999,1250,251
5625,1,0,129,0,-129
5626,1,0,5,0,-5
5627,1,0,176,0,-176
5628,1,1,367,2246,1879
5629,0,0,99,0,-99
5630,1,0,31,0,-31
5631,1,0,7,0,-7
5632,1,1,383,1246,863
5633,1,1,288,1741,1453
5634,0,0,165,0,-165
5635,1,1,1764,2302,538
5636,1,1,187,1605,1418
5637,0,0,56,0,-56
5638,0,0,153,0,-153
5639,1,0,25,0,-25
5640,0,0,7,0,-7
5641,1,1,426,1260,834
5642,1,0,69,0,-69
5643,1,1,712,1248,536
5644,0,0,80,0,-80
5645,0,0,54,0,-54
5646,1,1,734,1292,558
5647,0,0,99,0,-99
5648,1,1,3520,1255,-2265
5649,1,1,290,1738,1448
5650,0,0,6,0,-6
5651,0,0,27,0,-27
5652,1,0,65,0,-65
5653,1,0,23,0,-23
5654,0,0,281,0,-281
5655,1,0,29,0,-29
5656,0,0,48,0,-48
5657,1,0,6,0,-6
5658,1,1,364,1569,1205
5659,1,1,454,1322,868
5660,0,0,30,0,-30
5661,1,0,41,0,-41
5662,0,0,6,0,-6
5663,0,0,29,0,-29
5664,1,1,430,1233,803
5665,1,1,1288,1386,98
5666,0,0,21,0,-21
5667,0,0,29,0,-29
5668,0,0,71,0,-71
5669,1,0,33,0,-33
5670,1,1,146,1258,1112
5671,1,0,21,0,-21
5672,1,0,23,0,-23
5673,0,0,62,0,-62
5674,1,0,75,0,-75
5675,1,0,82,0,-82
5676,1,0,107,0,-107
5677,1,0,32,0,-32
5678,1,1,16,2105,2089
5679,0,0,131,0,-131
5680,1,1,613,1408,795
5681,0,0,16,0,-16
5682,0,0,270,0,-270
5683,0,0,65,0,-65
5684,1,0,48,0,-48
5685,1,1,253,1514,1261
5686,0,0,82,0,-82
5687,1,0,26,0,-26
5688,0,0,166,0,-166
5689,0,0,119,0,-119
5690,1,0,6,0,-6
5691,0,0,71,0,-71
5692,1,0,78,0,-78
5693,0,0,54,0,-54
5694,0,0,38,0,-38
5695,0,0,2,0,-2
5696,1,1,93,1268,1175
5697,0,0,82,0,-82
5698,1,1,1191,1279,88
5699,1,0,223,0,-223
5700,1,1,122,1244,1122
5701,0,0,3,0,-3
5702,1,0,175,0,-175
5703,0,0,112,0,-112
5704,1,0,7,0,-7
5705,1,1,1308,1243,-65
5706,0,0,13,0,-13
5707,1,0,55,0,-55
5708,0,0,0,0,0
5709,0,0,1,0,-1
5710,1,0,21,0,-21
5711,1,0,102,0,-102
5712,0,0,6,0,-6
5713,0,0,29,0,-29
5714,0,0,27,0,-27
5715,0,0,233,0,-233
5716,1,1,227,1581,1354
5717,0,0,11,0,-11
5718,0,0,35,0,-35
5719,0,0,73,0,-73
5720,1,1,1012,2523,1511
5721,1,1,548,1493,945
5722,1,0,109,0,-109
5723,1,0,31,0,-31
5724,0,0,23,0,-23
5725,1,1,193,1909,1716
5726,0,0,20,0,-20
5727,1,1,811,1506,695
5728,1,0,12,0,-12
5729,1,1,72,1200,1128
5730,0,0,93,0,-93
5731,1,1,116,1640,1524
5732,1,0,24,0,-24
5733,1,1,133,1535,1402
5734,0,0,34,0,-34
5735,1,0,183,0,-183
5736,1,1,106,1624,1518
5737,1,0,286,0,-286
5738,1,0,29,0,-29
5739,0,0,23,0,-23
5740,1,1,170,1386,1216
5741,0,0,56,0,-56
5742,0,0,21,0,-21
5743,0,0,0,0,0
5744,1,0,18,0,-18
5745,0,0,36,0,-36
5746,0,0,144,0,-144
5747,0,0,49,0,-49
5748,1,0,17,0,-17
5749,1,1,308,1281,973
5750,1,0,101,0,-101
5751,1,1,179,1414,1235
5752,1,1,1108,1582,474
5753,0,0,28,0,-28
5754,1,1,266,1290,1024
5755,1,1,102,1311,1209
5756,0,0,74,0,-74
5757,1,1,465,1709,1244
5758,0,0,21,0,-21
5759,0,0,9,0,-9
5760,1,0,15,0,-15
5761,0,0,6,0,-6
5762,0,0,43,0,-43
5763,1,0,112,0,-112
5764,1,0,92,0,-92
5765,1,1,196,1263,1067
5766,1,0,191,0,-191
5767,1,0,29,0,-29
5768,1,0,37,0,-37
5769,1,1,120,1440,1320
5770,1,0,28,0,-28
5771,1,0,496,0,-496
5772,1,1,135,1418,1283
5773,1,0,9,0,-9
5774,0,0,19,0,-19
5775,1,0,133,0,-133
5776,0,0,36,0,-36
5777,0,0,46,0,-46
5778,1,1,935,1418,483
5779,0,0,50,0,-50
5780,1,1,77,1216,1139
5781,0,0,30,0,-30
5782,1,1,815,2089,1274
5783,1,0,55,0,-55
5784,1,0,22,0,-22
5785,1,1,91,1742,1651
5786,1,0,29,0,-29
5787,1,0,147,0,-147
5788,1,0,99,0,-99
5789,0,0,58,0,-58
5790,1,1,1163,1345,182
5791,0,0,31,0,-31
5792,1,0,84,0,-84
5793,0,0,2,0,-2
5794,1,1,502,1463,961
5795,1,0,114,0,-114
5796,0,0,29,0,-29
5797,1,1,53,1489,1436
5798,1,1,1637,1693,56
5799,1,0,22,0,-22
5800,1,1,515,1374,859
5801,1,0,18,0,-18
5802,1,0,2,0,-2
5803,0,0,13,0,-13
5804,0,0,11,0,-11
5805,1,0,33,0,-33
5806,0,0,9,0,-9
5807,1,1,924,1465,541
5808,0,0,1,0,-1
5809,1,1,484,1230,746
5810,1,1,351,1613,1262
5811,1,1,300,1235,935
5812,1,1,1479,1240,-239
5813,1,1,2378,4006,1628
5814,1,0,41,0,-41
5815,1,1,630,1352,722
5816,0,0,12,0,-12
5817,1,1,632,2164,1532
5818,1,1,831,2232,1401
5819,0,0,54,0,-54
5820,0,0,65,0,-65
5821,1,1,122,2137,2015
5822,1,0,129,0,-129
5823,1,1,278,1493,1215
5824,1,0,0,0,0
5825,0,0,41,0,-41
5826,1,1,320,1361,1041
5827,0,0,22,0,-22
5828,0,0,19,0,-19
5829,0,0,45,0,-45
5830,1,1,510,4602,4092
5831,1,0,89,0,-89
5832,0,0,18,0,-18
5833,1,1,515,1610,1095
5834,0,0,7,0,-7
5835,1,1,309,1444,1135
5836,0,0,309,0,-309
5837,0,0,158,0,-158
5838,0,0,1,0,-1
5839,0,0,52,0,-52
