ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
6220,1,1,736,1362,626
6221,0,0,47,0,-47
6222,0,0,7,0,-7
6223,1,1,335,3521,3186
6224,1,1,501,1215,714
6225,0,0,63,0,-63
6226,1,0,12,0,-12
6227,0,0,61,0,-61
6228,1,1,271,2179,1908
6229,1,1,576,1222,646
6230,0,0,74,0,-74
6231,1,1,79,2152,2073
6232,0,0,4,0,-4
6233,0,0,57,0,-57
6234,1,1,246,1498,1252
6235,0,0,27,0,-27
6236,1,0,177,0,-177
6237,1,0,16,0,-16
6238,1,1,1063,1312,249
6239,0,0,67,0,-67
6240,1,1,349,1530,1181
6241,1,0,4,0,-4
6242,1,0,113,0,-113
6243,1,0,7,0,-7
6244,1,0,52,0,-52
6245,1,1,1032,1285,253
6246,0,0,15,0,-15
6247,1,0,12,0,-12
6248,0,0,20,0,-20
6249,0,0,44,0,-44
6250,1,0,59,0,-59
6251,1,1,1070,1276,206
6252,0,0,113,0,-113
6253,0,0,20,0,-20
6254,1,1,749,2539,1790
6255,1,0,23,0,-23
6256,0,0,20,0,-20
6257,1,0,20,0,-20
6258,0,0,10,0,-10
6259,0,0,39,0,-39
6260,0,0,19,0,-19
6261,1,0,14,0,-14
6262,1,1,125,2062,1937
6263,1,1,2499,1547,-952
6264,0,0,143,0,-143
6265,1,1,445,1218,773
6266,0,0,7,0,-7
6267,0,0,28,0,-28
6268,0,0,112,0,-112
6269,1,1,1401,1308,-93
6270,1,1,229,2066,1837
6271,0,0,53,0,-53
6272,0,0,59,0,-59
6273,1,1,98,1226,1128
6274,0,0,35,0,-35
6275,1,1,304,1339,1035
6276,1,0,1,0,-1
6277,1,1,40,1845,1805
6278,0,0,27,0,-27
6279,0,0,45,0,-45
6280,0,0,17,0,-17
6281,1,0,47,0,-47
6282,0,0,16,0,-16
6283,1,0,20,0,-20
6284,0,0,9,0,-9
6285,1,1,446,1391,945
6286,1,1,121,1276,1155
6287,0,0,10,0,-10
6288,1,0,27,0,-27
6289,1,0,140,0,-140
6290,1,1,67,2720,2653
6291,1,1,732,2256,1524
6292,1,0,91,0,-91
6293,0,0,27,0,-27
6294,1,0,13,0,-13
6295,1,0,29,0,-29
6296,1,0,8,0,-8
6297,1,1,175,1331,1156
6298,0,0,6,0,-6
6299,1,1,302,1256,954
6300,1,1,59,2312,2253
6301,1,1,423,1223,800
6302,0,0,37,0,-37
6303,0,0,28,0,-28
6304,0,0,23,0,-23
6305,0,0,17,0,-17
6306,1,0,64,0,-64
6307,1,0,78,0,-78
6308,1,1,761,1229,468
6309,0,0,93,0,-93
6310,1,0,19,0,-19
6311,1,1,1303,1220,-83
6312,1,1,1037,1606,569
6313,1,1,384,1211,827
6314,1,0,7,0,-7
6315,0,0,98,0,-98
6316,1,1,594,1313,719
6317,1,0,25,0,-25
6318,0,0,45,0,-45
6319,0,0,0,0,0
6320,1,1,319,1467,1148
6321,0,0,64,0,-64
6322,1,1,311,1763,1452
6323,0,0,13,0,-13
6324,1,0,130,0,-130
6325,1,0,219,0,-219
6326,0,0,25,0,-25
6327,0,0,45,0,-45
6328,1,0,85,0,-85
6329,1,0,9,0,-9
6330,1,0,23,0,-23
6331,1,0,64,0,-64
6332,0,0,122,0,-122
6333,1,1,42,1266,1224
6334,0,0,67,0,-67
6335,1,1,1214,1750,536
6336,1,1,1626,1358,-268
6337,1,0,39,0,-39
6338,1,1,193,1418,1225
6339,0,0,41,0,-41
6340,1,1,748,1254,506
6341,1,1,1427,2006,579
6342,1,1,181,1893,1712
6343,0,0,97,0,-97
6344,0,0,5,0,-5
6345,1,1,645,1396,751
6346,0,0,70,0,-70
6347,0,0,11,0,-11
6348,1,1,590,1907,1317
6349,1,0,13,0,-13
6350,1,0,66,0,-66
6351,0,0,71,0,-71
6352,0,0,20,0,-20
6353,0,0,1,0,-1
6354,1,0,26,0,-26
6355,1,1,58,1466,1408
6356,1,1,581,1244,663
6357,1,1,330,1574,1244
6358,1,1,369,1943,1574
6359,0,0,3,0,-3
6360,1,0,109,0,-109
6361,0,0,24,0,-24
6362,0,0,13,0,-13
6363,1,1,113,2000,1887
6364,1,1,124,1276,1152
6365,1,1,350,1317,967
6366,0,0,100,0,-100
6367,1,1,247,1232,985
6368,0,0,117,0,-117
6369,0,0,38,0,-38
6370,1,0,170,0,-170
6371,1,0,61,0,-61
6372,0,0,29,0,-29
6373,0,0,26,0,-26
6374,1,1,226,1720,1494
6375,0,0,24,0,-24
6376,1,0,10,0,-10
6377,0,0,11,0,-11
6378,1,1,780,1680,900
6379,0,0,13,0,-13
6380,1,1,805,2234,1429
6381,1,1,936,1529,593
6382,1,0,18,0,-18
6383,0,0,1,0,-1
6384,0,0,0,0,0
6385,0,0,157,0,-157
6386,0,0,127,0,-127
6387,0,0,21,0,-21
6388,1,0,6,0,-6
6389,1,0,59,0,-59
6390,1,0,13,0,-13
6391,1,0,149,0,-149
6392,1,1,535,1218,683
6393,1,0,7,0,-7
6394,1,1,324,1201,877
6395,0,0,11,0,-11
6396,1,0,76,0,-76
6397,0,0,51,0,-51
6398,1,1,170,1488,1318
6399,1,1,239,1427,1188
6400,1,1,139,1288,1149
6401,1,0,9,0,-9
6402,0,0,115,0,-115
6403,1,1,884,1311,427
6404,1,0,97,0,-97
6405,1,0,6,0,-6
6406,1,0,68,0,-68
6407,1,1,155,1540,1385
6408,1,0,8,0,-8
6409,0,0,14,0,-14
6410,0,0,30,0,-30
6411,1,0,33,0,-33
6412,1,0,402,0,-402
6413,1,1,864,1708,844
6414,1,1,824,1326,502
6415,1,0,121,0,-121
6416,0,0,17,0,-17
6417,1,0,15,0,-15
6418,0,0,31,0,-31
6419,0,0,1,0,-1
6420,1,1,680,1230,550
6421,1,0,39,0,-39
6422,0,0,10,0,-10
6423,0,0,117,0,-117
6424,0,0,56,0,-56
6425,1,0,24,0,-24
6426,1,1,398,2261,1863
6427,1,0,20,0,-20
6428,1,0,32,0,-32
6429,0,0,0,0,0
6430,1,0,4,0,-4
6431,1,0,88,0,-88
6432,1,0,16,0,-16
6433,0,0,4,0,-4
6434,0,0,131,0,-131
6435,1,0,10,0,-10
6436,0,0,26,0,-26
6437,0,0,15,0,-15
6438,1,1,222,1735,1513
6439,1,0,19,0,-19
6440,1,0,123,0,-123
6441,1,0,10,0,-10
6442,0,0,5,0,-5
6443,1,0,43,0,-43
6444,1,0,67,0,-67
6445,1,0,27,0,-27
6446,1,1,567,1275,708
6447,0,0,20,0,-20
6448,0,0,143,0,-143
6449,0,0,89,0,-89
6450,0,0,16,0,-16
6451,0,0,4,0,-4
6452,1,0,14,0,-14
6453,1,0,75,0,-75
6454,1,1,402,2658,2256
6455,0,0,62,0,-62
6456,0,0,116,0,-116
6457,0,0,183,0,-183
6458,0,0,93,0,-93
6459,0,0,56,0,-56
6460,0,0,69,0,-69
6461,1,0,89,0,-89
6462,0,0,36,0,-36
6463,0,0,116,0,-116
6464,0,0,33,0,-33
6465,1,1,270,1371,1101
6466,1,0,14,0,-14
6467,0,0,27,0,-27
6468,0,0,41,0,-41
6469,0,0,15,0,-15
6470,1,1,613,1570,957
6471,1,0,33,0,-33
6472,0,0,10,0,-10
6473,1,1,411,1640,1229
6474,0,0,50,0,-50
6475,0,0,73,0,-73
6476,1,0,19,0,-19
6477,1,0,94,0,-94
6478,1,1,413,2215,1802
6479,0,0,29,0,-29
6480,0,0,2,0,-2
6481,1,1,1227,1331,104
6482,0,0,0,0,0
6483,1,0,1,0,-1
6484,1,1,77,1852,1775
6485,0,0,66,0,-66
6486,1,0,2,0,-2
6487,0,0,8,0,-8
6488,1,0,24,0,-24
6489,0,0,23,0,-23
6490,0,0,11,0,-11
6491,0,0,21,0,-21
6492,0,0,42,0,-42
6493,1,1,314,1324,1010
6494,1,0,181,0,-181
6495,1,0,3,0,-3
6496,1,1,688,1230,542
6497,1,0,23,0,-23
6498,1,1,515,1290,775
6499,1,1,216,1879,1663
6500,1,1,258,1769,1511
6501,0,0,102,0,-102
6502,1,1,192,1200,1008
6503,0,0,21,0,-21
6504,1,1,69,1337,1268
6505,1,1,70,1280,1210
6506,1,0,63,0,-63
6507,0,0,35,0,-35
6508,1,0,237,0,-237
6509,0,0,17,0,-17
6510,0,0,62,0,-62
6511,1,1,75,1921,1846
6512,1,0,23,0,-23
6513,1,1,103,1276,1173
6514,1,1,231,1307,1076
6515,0,0,69,0,-69
6516,1,1,48,2031,1983
6517,1,0,53,0,-53
6518,1,0,12,0,-12
6519,0,0,13,0,-13
6520,0,0,12,0,-12
6521,1,0,47,0,-47
6522,0,0,66,0,-66
6523,1,1,282,1488,1206
6524,0,0,27,0,-27
6525,0,0,66,0,-66
6526,0,0,19,0,-19
6527,1,0,5,0,-5
6528,0,0,46,0,-46
6529,0,0,76,0,-76
6530,0,0,2,0,-2
6531,1,1,1247,1252,5
6532,1,0,25,0,-25
6533,0,0,47,0,-47
6534,1,1,1721,1618,-103
6535,1,0,35,0,-35
6536,0,0,165,0,-165
6537,1,0,22,0,-22
6538,0,0,6,0,-6
6539,0,0,104,0,-104
6540,0,0,199,0,-199
6541,1,1,74,1518,1444
6542,1,0,31,0,-31
6543,1,1,287,1303,1016
6544,1,1,809,1228,419
6545,1,0,32,0,-32
6546,1,0,35,0,-35
6547,1,0,67,0,-67
6548,1,0,59,0,-59
6549,0,0,140,0,-140
6550,1,1,602,1318,716
6551,1,1,369,1542,1173
6552,1,1,965,1245,280
6553,1,0,37,0,-37
6554,1,1,708,1572,864
6555,0,0,95,0,-95
6556,1,0,27,0,-27
6557,1,0,11,0,-11
6558,0,0,10,0,-10
6559,1,1,1103,1389,286
6560,0,0,11,0,-11
6561,0,0,150,0,-150
6562,1,0,83,0,-83
6563,1,1,67,1217,1150
6564,1,1,371,1265,894
6565,1,0,14,0,-14
6566,1,0,48,0,-48
6567,1,0,113,0,-113
6568,1,1,382,2063,1681
6569,0,0,138,0,-138
6570,1,1,691,1375,684
6571,0,0,141,0,-141
6572,1,0,57,0,-57
6573,0,0,66,0,-66
6574,1,1,79,1359,1280
6575,1,1,519,1264,745
6576,0,0,45,0,-45
6577,1,0,29,0,-29
6578,1,0,39,0,-39
6579,1,0,7,0,-7
6580,1,0,8,0,-8
6581,0,0,12,0,-12
6582,1,0,60,0,-60
6583,0,0,23,0,-23
6584,1,0,33,0,-33
6585,1,1,671,1473,802
6586,0,0,27,0,-27
6587,0,0,103,0,-103
6588,1,0,77,0,-77
6589,0,0,19,0,-19
6590,1,0,117,0,-117
6591,0,0,9,0,-9
6592,0,0,110,0,-110
6593,1,1,140,1234,1094
6594,0,0,13,0,-13
6595,0,0,0,0,0
6596,0,0,80,0,-80
6597,0,0,94,0,-94
6598,0,0,35,0,-35
6599,1,0,109,0,-109
6600,0,0,108,0,-108
6601,0,0,57,0,-57
6602,1,0,7,0,-7
6603,0,0,73,0,-73
6604,1,0,26,0,-26
6605,0,0,23,0,-23
6606,1,1,294,1265,971
6607,1,1,180,1841,1661
6608,0,0,8,0,-8
6609,0,0,48,0,-48
6610,0,0,21,0,-21
6611,1,0,175,0,-175
6612,0,0,46,0,-46
6613,0,0,100,0,-100
6614,1,1,749,1378,629
6615,1,1,494,1346,852
6616,0,0,80,0,-80
6617,1,1,466,2600,2134
6618,0,0,64,0,-64
6619,0,0,70,0,-70
6620,0,0,69,0,-69
6621,0,0,4,0,-4
6622,0,0,7,0,-7
6623,1,0,159,0,-159
6624,1,1,288,1410,1122
6625,1,1,56,1863,1807
6626,1,0,32,0,-32
6627,1,0,45,0,-45
6628,0,0,10,0,-10
6629,0,0,113,0,-113
6630,0,0,20,0,-20
6631,0,0,4,0,-4
6632,1,0,49,0,-49
6633,1,0,66,0,-66
6634,0,0,22,0,-22
6635,0,0,15,0,-15
6636,1,0,27,0,-27
6637,0,0,5,0,-5
6638,0,0,127,0,-127
6639,0,0,19,0,-19
6640,0,0,72,0,-72
6641,1,0,38,0,-38
6642,0,0,60,0,-60
6643,1,0,33,0,-33
6644,0,0,130,0,-130
6645,1,1,269,1425,1156
6646,1,1,1201,1273,72
6647,0,0,19,0,-19
6648,1,0,59,0,-59
6649,1,0,75,0,-75
6650,1,1,229,1230,1001
6651,1,1,313,1650,1337
6652,1,1,90,3925,3835
6653,1,0,29,0,-29
6654,1,1,224,1220,996
6655,1,0,99,0,-99
6656,0,0,68,0,-68
6657,0,0,45,0,-45
6658,1,0,7,0,-7
6659,0,0,47,0,-47
6660,0,0,45,0,-45
6661,1,1,594,3269,2675
6662,0,0,28,0,-28
6663,0,0,23,0,-23
6664,0,0,64,0,-64
6665,0,0,24,0,-24
6666,1,1,1110,2820,1710
6667,1,0,7,0,-7
6668,0,0,22,0,-22
6669,0,0,4,0,-4
6670,1,0,1,0,-1
6671,1,0,107,0,-107
6672,0,0,100,0,-100
6673,0,0,24,0,-24
6674,1,1,1208,2294,1086
6675,1,0,52,0,-52
6676,0,0,16,0,-16
6677,1,0,83,0,-83
6678,1,0,20,0,-20
6679,0,0,2,0,-2
6680,0,0,20,0,-20
6681,1,1,885,1533,648
6682,1,0,32,0,-32
6683,1,0,17,0,-17
6684,1,0,28,0,-28
6685,1,1,865,1395,530
6686,1,1,236,1558,1322
6687,1,0,3,0,-3
6688,1,0,13,0,-13
6689,0,0,7,0,-7
6690,0,0,42,0,-42
6691,1,0,55,0,-55
6692,1,1,57,1488,1431
6693,0,0,290,0,-290
6694,1,0,35,0,-35
6695,0,0,4,0,-4
6696,0,0,22,0,-22
6697,1,0,115,0,-115
6698,0,0,48,0,-48
6699,0,0,93,0,-93
6700,0,0,17,0,-17
6701,0,0,41,0,-41
6702,1,0,9,0,-9
6703,1,1,328,2082,1754
6704,1,1,638,1281,643
6705,1,0,58,0,-58
6706,1,0,96,0,-96
6707,1,0,122,0,-122
6708,0,0,10,0,-10
6709,1,1,1308,2035,727
6710,1,1,544,1363,819
6711,1,1,213,1437,1224
6712,1,1,412,1208,796
6713,0,0,71,0,-71
6714,1,1,1050,2603,1553
6715,1,0,1,0,-1
6716,0,0,26,0,-26
6717,1,1,340,1308,968
6718,0,0,45,0,-45
6719,0,0,9,0,-9
6720,1,0,13,0,-13
6721,1,0,27,0,-27
6722,1,0,62,0,-62
6723,0,0,27,0,-27
6724,0,0,140,0,-140
6725,1,0,104,0,-104
6726,1,1,847,1548,701
6727,0,0,22,0,-22
6728,0,0,6,0,-6
6729,1,0,24,0,-24
6730,0,0,14,0,-14
6731,1,1,126,1297,1171
6732,1,1,811,1259,448
6733,0,0,5,0,-5
6734,1,0,77,0,-77
6735,1,0,7,0,-7
6736,1,0,134,0,-134
6737,1,0,16,0,-16
6738,1,0,140,0,-140
6739,0,0,34,0,-34
6740,0,0,31,0,-31
6741,1,0,5,0,-5
6742,0,0,13,0,-13
6743,0,0,79,0,-79
6744,0,0,3,0,-3
6745,0,0,33,0,-33
6746,1,1,653,1401,748
6747,1,0,20,0,-20
6748,0,0,20,0,-20
6749,1,0,56,0,-56
6750,1,0,109,0,-109
6751,1,1,370,2352,1982
6752,1,0,93,0,-93
6753,0,0,107,0,-107
6754,1,1,88,1531,1443
6755,0,0,10,0,-10
6756,0,0,49,0,-49
6757,1,1,739,1281,542
6758,0,0,38,0,-38
6759,0,0,18,0,-18
6760,0,0,6,0,-6
6761,1,0,74,0,-74
6762,1,0,13,0,-13
6763,1,0,25,0,-25
6764,1,1,1403,1718,315
6765,0,0,0,0,0
6766,1,1,1047,3753,2706
6767,1,0,63,0,-63
6768,0,0,114,0,-114
6769,0,0,42,0,-42
6770,1,0,221,0,-221
6771,0,0,26,0,-26
6772,1,0,13,0,-13
6773,1,1,686,1312,626
6774,0,0,51,0,-51
6775,1,1,107,1872,1765
6776,1,0,4,0,-4
6777,1,0,88,0,-88
6778,1,1,198,1221,1023
6779,1,1,589,2698,2109
6780,0,0,0,0,0
6781,1,0,3,0,-3
6782,1,1,158,1375,1217
6783,1,0,15,0,-15
6784,1,1,293,1394,1101
6785,1,1,493,1439,946
6786,1,0,54,0,-54
6787,1,0,31,0,-31
6788,1,1,1089,1387,298
6789,0,0,121,0,-121
6790,0,0,12,0,-12
6791,0,0,4,0,-4
6792,1,1,258,1289,1031
6793,0,0,21,0,-21
6794,0,0,21,0,-21
6795,1,1,271,1718,1447
6796,1,1,124,1267,1143
6797,1,0,20,0,-20
6798,0,0,9,0,-9
6799,1,0,12,0,-12
6800,0,0,134,0,-134
6801,1,1,194,1485,1291
6802,1,1,957,1221,264
6803,0,0,6,0,-6
6804,1,1,79,1300,1221
6805,1,1,546,1364,818
6806,0,0,22,0,-22
6807,0,0,40,0,-40
6808,0,0,6,0,-6
6809,1,0,8,0,-8
6810,1,1,502,1216,714
6811,0,0,50,0,-50
6812,0,0,30,0,-30
6813,1,1,224,1437,1213
6814,0,0,7,0,-7
6815,0,0,26,0,-26
6816,1,0,116,0,-116
6817,1,1,411,1304,893
6818,0,0,16,0,-16
6819,0,0,75,0,-75
6820,1,1,317,1203,886
6821,1,0,117,0,-117
6822,1,1,434,1475,1041
6823,1,1,224,1302,1078
6824,1,0,24,0,-24
6825,0,0,32,0,-32
6826,0,0,9,0,-9
6827,0,0,98,0,-98
6828,0,0,112,0,-112
6829,1,0,44,0,-44
6830,1,1,37,1497,1460
6831,0,0,71,0,-71
6832,0,0,4,0,-4
6833,1,0,208,0,-208
6834,1,0,32,0,-32
6835,1,1,1085,1437,352
6836,0,0,63,0,-63
6837,0,0,24,0,-24
6838,1,1,155,1823,1668
6839,0,0,16,0,-16
6840,1,1,146,1247,1101
6841,1,0,18,0,-18
6842,0,0,157,0,-157
6843,0,0,45,0,-45
6844,1,0,35,0,-35
6845,0,0,1,0,-1
6846,1,1,463,1528,1065
6847,0,0,64,0,-64
6848,1,0,30,0,-30
6849,1,0,67,0,-67
6850,1,0,25,0,-25
6851,1,0,8,0,-8
6852,1,1,738,1279,541
6853,1,0,9,0,-9
6854,1,1,619,1572,953
6855,0,0,6,0,-6
6856,0,0,67,0,-67
6857,0,0,6,0,-6
6858,0,0,125,0,-125
6859,1,0,50,0,-50
6860,1,0,13,0,-13
6861,1,1,367,1617,1250
6862,1,1,616,1245,629
6863,1,1,656,1213,557
6864,1,1,50,1359,1309
6865,0,0,6,0,-6
6866,0,0,17,0,-17
6867,0,0,11,0,-11
6868,0,0,32,0,-32
6869,0,0,40,0,-40
6870,1,1,90,2795,2705
6871,0,0,2,0,-2
6872,0,0,364,0,-364
6873,0,0,39,0,-39
6874,1,0,173,0,-173
6875,1,1,706,1469,763
6876,1,0,93,0,-93
6877,0,0,57,0,-57
6878,1,1,630,1220,590
6879,0,0,69,0,-69
6880,1,0,6,0,-6
6881,1,0,5,0,-5
6882,1,1,454,1622,1168
6883,0,0,14,0,-14
6884,1,0,42,0,-42
6885,1,1,169,1388,1219
6886,0,0,17,0,-17
6887,0,0,4,0,-4
6888,1,1,1041,1618,577
6889,1,1,969,1242,273
6890,1,1,1367,1201,-166
6891,1,1,195,1922,1727
6892,0,0,46,0,-46
6893,0,0,76,0,-76
6894,0,0,15,0,-15
6895,0,0,3,0,-3
6896,1,1,86,1261,1175
6897,0,0,155,0,-155
6898,0,0,105,0,-105
6899,0,0,79,0,-79
6900,0,0,24,0,-24
6901,0,0,113,0,-113
6902,1,1,252,1572,1320
6903,0,0,12,0,-12
6904,1,1,520,1584,1064
6905,1,1,143,1327,1184
6906,0,0,43,0,-43
6907,0,0,71,0,-71
6908,0,0,69,0,-69
6909,0,0,1,0,-1
6910,1,1,37,2153,2116
6911,1,0,14,0,-14
6912,1,0,70,0,-70
6913,1,0,10,0,-10
6914,0,0,151,0,-151
6915,1,0,48,0,-48
6916,0,0,91,0,-91
6917,1,1,180,1205,1025
6918,0,0,9,0,-9
6919,1,0,53,0,-53
6920,0,0,86,0,-86
6921,1,0,9,0,-9
6922,1,0,12,0,-12
6923,1,1,795,1528,733
6924,1,1,117,4976,4859
6925,0,0,20,0,-20
6926,1,1,700,1363,663
6927,1,1,519,1216,697
6928,1,1,418,1801,1383
6929,0,0,33,0,-33
6930,0,0,98,0,-98
6931,1,1,131,1485,1354
6932,1,1,843,1424,581
6933,1,1,122,1694,1572
6934,0,0,22,0,-22
6935,1,0,30,0,-30
6936,1,1,878,1657,779
6937,1,1,402,1619,1217
6938,0,0,25,0,-25
6939,0,0,6,0,-6
6940,1,1,270,1317,1047
6941,1,1,303,1429,1126
6942,1,0,78,0,-78
6943,0,0,15,0,-15
6944,0,0,44,0,-44
6945,1,0,58,0,-58
6946,0,0,185,0,-185
6947,0,0,399,0,-399
6948,1,1,890,1362,472
6949,0,0,96,0,-96
6950,0,0,43,0,-43
6951,0,0,17,0,-17
6952,1,0,179,0,-179
6953,0,0,86,0,-86
6954,1,1,127,1384,1257
6955,1,0,18,0,-18
6956,1,0,64,0,-64
6957,0,0,148,0,-148
6958,0,0,8,0,-8
6959,1,0,245,0,-245
6960,1,0,23,0,-23
6961,1,0,99,0,-99
6962,1,1,724,1291,567
6963,0,0,12,0,-12
6964,1,0,11,0,-11
6965,1,1,270,1453,1183
6966,0,0,84,0,-84
6967,1,1,159,1289,1130
6968,0,0,2,0,-2
6969,1,0,24,0,-24
6970,1,0,5,0,-5
6971,0,0,142,0,-142
6972,1,0,55,0,-55
6973,0,0,16,0,-16
6974,1,1,222,1327,1105
6975,0,0,72,0,-72
6976,1,1,320,1267,947
6977,1,0,69,0,-69
6978,1,0,38,0,-38
6979,1,1,719,1805,1086
6980,1,1,889,1386,497
6981,0,0,23,0,-23
6982,1,0,24,0,-24
6983,0,0,47,0,-47
6984,0,0,40,0,-40
6985,1,0,13,0,-13
6986,1,1,1014,1505,491
6987,1,1,242,2324,2082
6988,0,0,14,0,-14
6989,1,1,183,1456,1273
6990,1,1,898,1232,334
6991,0,0,7,0,-7
6992,0,0,80,0,-80
6993,0,0,37,0,-37
6994,1,0,32,0,-32
6995,0,0,87,0,-87
6996,0,0,29,0,-29
6997,1,0,68,0,-68
6998,1,1,334,1947,1613
6999,1,0,34,0,-34
7000,0,0,14,0,-14
7001,0,0,8,0,-8
7002,1,0,66,0,-66
7003,1,0,45,0,-45
7004,0,0,0,0,0
7005,1,0,67,0,-67
7006,0,0,2,0,-2
7007,0,0,163,0,-163
7008,1,1,1321,1248,-73
7009,0,0,55,0,-55
7010,1,0,13,0,-13
7011,1,1,1056,2074,1018
7012,0,0,192,0,-192
7013,1,0,38,0,-38
7014,1,0,75,0,-75
7015,0,0,12,0,-12
7016,1,0,41,0,-41
7017,1,0,8,0,-8
7018,0,0,103,0,-103
7019,1,1,270,1344,1074
7020,1,1,251,1335,1084
7021,1,0,54,0,-54
7022,1,0,58,0,-58
7023,1,0,76,0,-76
7024,0,0,111,0,-111
7025,0,0,25,0,-25
7026,0,0,12,0,-12
7027,1,0,24,0,-24
7028,1,0,18,0,-18
7029,0,0,19,0,-19
7030,0,0,45,0,-45
7031,1,0,10,0,-10
7032,1,1,436,2660,2224
7033,1,1,374,1649,1275
7034,1,1,972,1360,388
7035,0,0,330,0,-330
7036,1,0,11,0,-11
7037,0,0,274,0,-274
7038,1,1,316,1380,1064
7039,1,1,842,1232,390
7040,1,0,37,0,-37
7041,0,0,33,0,-33
7042,1,1,89,1220,1131
7043,1,0,7,0,-7
7044,0,0,29,0,-29
7045,1,1,402,1592,1190
7046,1,0,70,0,-70
7047,0,0,4,0,-4
7048,1,0,53,0,-53
7049,1,0,25,0,-25
7050,0,0,10,0,-10
7051,1,0,177,0,-177
7052,0,0,13,0,-13
7053,1,1,1483,1310,-173
7054,1,1,360,1253,893
7055,1,0,79,0,-79
7056,0,0,89,0,-89
7057,1,0,63,0,-63
7058,1,0,3,0,-3
7059,1,0,49,0,-49
7060,1,0,52,0,-52
7061,0,0,25,0,-25
7062,1,0,60,0,-60
7063,0,0,125,0,-125
7064,1,0,27,0,-27
7065,1,0,92,0,-92
7066,1,0,54,0,-54
7067,0,0,36,0,-36
7068,1,1,117,2584,2467
7069,1,1,393,1366,973
7070,0,0,32,0,-32
7071,0,0,103,0,-103
7072,1,1,132,1270,1138
7073,1,1,311,1243,932
7074,0,0,9,0,-9
7075,1,0,93,0,-93
7076,0,0,4,0,-4
7077,0,0,15,0,-15
7078,0,0,95,0,-95
7079,1,1,370,1840,1470
7080,0,0,93,0,-93
7081,1,1,141,1266,1125
7082,1,0,1,0,-1
7083,0,0,13,0,-13
7084,0,0,2,0,-2
7085,0,0,244,0,-244
7086,1,1,305,1770,1465
7087,0,0,17,0,-17
7088,1,1,248,1289,1041
7089,1,1,223,1342,1119
7090,0,0,9,0,-9
7091,0,0,7,0,-7
7092,1,1,1302,1338,36
7093,0,0,19,0,-19
7094,0,0,58,0,-58
7095,1,0,38,0,-38
7096,0,0,274,0,-274
7097,1,1,350,1458,1108
7098,1,0,14,0,-14
7099,1,1,1176,1318,142
7100,0,0,34,0,-34
7101,1,0,8,0,-8
7102,1,0,58,0,-58
7103,0,0,37,0,-37
7104,1,0,9,0,-9
7105,1,1,670,1327,657
7106,1,1,197,2015,1818
7107,0,0,27,0,-27
7108,0,0,42,0,-42
7109,0,0,9,0,-9
7110,0,0,70,0,-70
7111,0,0,60,0,-60
7112,0,0,5,0,-5
7113,0,0,20,0,-20
7114,0,0,92,0,-92
7115,0,0,22,0,-22
7116,1,0,15,0,-15
7117,0,0,29,0,-29
7118,0,0,1,0,-1
7119,1,0,22,0,-22
7120,0,0,40,0,-40
7121,1,0,6,0,-6
7122,0,0,57,0,-57
7123,1,0,6,0,-6
7124,1,0,0,0,0
7125,0,0,20,0,-20
7126,0,0,7,0,-7
7127,1,0,131,0,-131
7128,0,0,65,0,-65
7129,1,0,12,0,-12
7130,1,1,385,1337,952
7131,1,1,465,2499,2034
7132,0,0,10,0,-10
7133,1,1,1013,1378,365
7134,1,0,4,0,-4
7135,0,0,43,0,-43
7136,1,0,27,0,-27
7137,1,0,55,0,-55
7138,1,1,616,1407,791
7139,0,0,22,0,-22
7140,0,0,64,0,-64
7141,1,0,19,0,-19
7142,1,1,148,1516,1368
7143,0,0,27,0,-27
7144,1,1,803,1411,608
7145,1,0,90,0,-90
7146,0,0,26,0,-26
7147,0,0,3,0,-3
7148,0,0,126,0,-126
7149,0,0,26,0,-26
7150,0,0,15,0,-15
7151,1,0,23,0,-23
7152,1,1,123,1385,1262
7153,1,1,96,1646,1550
7154,1,0,80,0,-80
7155,0,0,22,0,-22
7156,0,0,14,0,-14
7157,1,1,372,1470,1098
7158,1,0,45,0,-45
7159,1,1,522,2190,1668
7160,1,1,960,1488,528
7161,1,0,36,0,-36
7162,1,0,5,0,-5
7163,1,1,103,1207,1104
7164,1,0,28,0,-28
7165,0,0,10,0,-10
7166,1,0,71,0,-71
7167,1,0,64,0,-64
7168,1,0,107,0,-107
7169,0,0,123,0,-123
7170,0,0,77,0,-77
7171,1,0,7,0,-7
7172,1,0,21,0,-21
7173,1,1,1279,1590,311
7174,0,0,22,0,-22
7175,1,0,2,0,-2
7176,1,0,123,0,-123
7177,0,0,52,0,-52
7178,1,1,79,1359,1280
7179,0,0,79,0,-79
7180,1,0,57,0,-57
7181,1,1,95,1772,1677
7182,0,0,4,0,-4
7183,1,1,409,1245,836
7184,1,0,156,0,-156
7185,1,0,1,0,-1
7186,0,0,92,0,-92
7187,1,0,15,0,-15
7188,1,1,671,1244,573
7189,0,0,32,0,-32
7190,1,1,7,1214,1207
7191,1,0,14,0,-14
7192,0,0,14,0,-14
7193,0,0,81,0,-81
7194,0,0,124,0,-124
7195,0,0,40,0,-40
7196,1,1,888,1343,455
7197,1,1,474,1343,869
7198,1,1,407,1945,1538
7199,0,0,31,0,-31
7200,1,1,261,1207,946
7201,0,0,95,0,-95
7202,0,0,3,0,-3
7203,1,0,60,0,-60
